"id";"lote";"data_lote";"fonte";"nivel";"livro_biblico";"testamento";"categoria_ebd";"ebd_versao";"referencia";"pergunta_pt";"alternativa_pt_a";"alternativa_pt_b";"alternativa_pt_c";"alternativa_pt_d";"resposta_correta";"pergunta_en";"alternativa_en_a";"alternativa_en_b";"alternativa_en_c";"alternativa_en_d";"status_revisao"
"57052";"JOEL_COMPLETO";"2026-08-31";"IA (Claude)";"4";"Joel";"AT";"";"";"Jl 2:25";"Além do gafanhoto, da locusta e do pulgão, qual outro inseto Joel cita em 2:25?";"A oruga";"O escaravelho";"A formiga";"O grilo";"0";"";"";"";"";"";"rascunho (IA)"
"57053";"JOEL_COMPLETO";"2026-08-31";"IA (Claude)";"4";"Joel";"AT";"";"";"Jl 2:28-29";"Além dos filhos e filhas, sobre quais outros grupos o Espírito será derramado, segundo Joel 2:28-29?";"Apenas sobre os sacerdotes";"Sobre os servos e as servas";"Apenas sobre os reis e príncipes";"Apenas sobre os estrangeiros";"1";"";"";"";"";"";"rascunho (IA)"
"57054";"JOEL_COMPLETO";"2026-08-31";"IA (Claude)";"4";"Joel";"AT";"";"";"Jl 2:30";"Que três prodígios Joel menciona que aparecerão no céu e na terra, em Joel 2:30?";"Chuva, vento e granizo";"Trevas, silêncio e frio";"Sangue, fogo e colunas de fumaça";"Terremotos, relâmpagos e trovões";"2";"";"";"";"";"";"rascunho (IA)"
"57055";"JOEL_COMPLETO";"2026-08-31";"IA (Claude)";"4";"Joel";"AT";"";"";"Jl 3:4-5";"Do que Tiro, Sidom e a Fenícia são acusadas em Joel 3:4-5, além de venderem pessoas?";"De destruir os muros de Jerusalém";"De queimar os campos de trigo";"De impedir a reconstrução do templo";"De levar a prata e o ouro de Judá para os seus templos";"3";"";"";"";"";"";"rascunho (IA)"
"57056";"JOEL_COMPLETO";"2026-08-31";"IA (Claude)";"4";"Joel";"AT";"";"";"Jl 3:8";"A quem Judá venderá os filhos e filhas dos inimigos, segundo Joel 3:8?";"Aos filhos de Seba, uma nação remota";"Aos filhos da Assíria, nação próxima";"Aos filhos do Egito, antigos senhores";"Aos filhos da Babilônia, conquistadores";"0";"";"";"";"";"";"rascunho (IA)"
"57057";"JOEL_COMPLETO";"2026-08-31";"IA (Claude)";"4";"Joel";"AT";"";"";"Jl 3:11";"O que o povo pede que o Senhor faça descer ao vale de Josafá, em Joel 3:11?";"A sua chuva";"Os seus fortes";"O seu fogo";"A sua colheita";"1";"";"";"";"";"";"rascunho (IA)"
"57058";"JOEL_COMPLETO";"2026-08-31";"IA (Claude)";"4";"Joel";"AT";"";"";"Jl 3:16";"O que Joel diz que o Senhor será para o seu povo, apesar de bramar e fazer tremer céus e terra?";"Apenas um juiz distante e silencioso";"Um estranho que os observa de longe";"O refúgio e a fortaleza dos filhos de Israel";"Um rei que exige tributos pesados";"2";"";"";"";"";"";"rascunho (IA)"
"57059";"JOEL_COMPLETO";"2026-08-31";"IA (Claude)";"4";"Joel";"AT";"";"";"Jl 3:21";"O que o Senhor promete fazer com o sangue que ainda não tinha purificado, em Joel 3:21?";"Ignorá-lo para sempre";"Espalhá-lo entre as nações";"Escondê-lo do seu povo";"Purificá-lo";"3";"";"";"";"";"";"rascunho (IA)"
"57060";"JOEL_COMPLETO";"2026-08-31";"IA (Claude)";"5";"Joel";"AT";"";"";"Jl 1:2";"A pergunta de Joel aos anciãos, se algo assim já aconteceu antes, serve para reforçar o quê?";"A magnitude sem precedentes da praga descrita";"A idade avançada dos líderes de Israel";"A necessidade de novos anciãos no povo";"A dúvida sobre a existência da própria praga";"0";"";"";"";"";"";"rascunho (IA)"
"57061";"JOEL_COMPLETO";"2026-08-31";"IA (Claude)";"5";"Joel";"AT";"";"";"Jl 1:15";"O anúncio do dia do Senhor já no capítulo 1 antecipa qual desenvolvimento do livro?";"O fim da narrativa, sem mais desenvolvimento";"A descrição mais ampla desse dia como um exército, no capítulo 2";"Uma mudança de assunto para a vida de Joel";"O cancelamento do julgamento anunciado";"1";"";"";"";"";"";"rascunho (IA)"
"57062";"JOEL_COMPLETO";"2026-08-31";"IA (Claude)";"5";"Joel";"AT";"";"";"Jl 2:2";"A descrição do povo grande e poderoso, em Joel 2:2, é lida pelos estudiosos como referência a quê?";"Apenas a uma tempestade de areia no deserto";"Apenas a uma epidemia entre os animais";"Tanto a um exército de gafanhotos quanto a uma invasão militar";"Apenas a uma seca prolongada na região";"2";"";"";"";"";"";"rascunho (IA)"
"57063";"JOEL_COMPLETO";"2026-08-31";"IA (Claude)";"5";"Joel";"AT";"";"";"Jl 2:11";"Quem é apresentado como o verdadeiro comandante do exército descrito em Joel 2:11?";"Um general estrangeiro sem nome";"O rei de Judá";"Um anjo enviado especialmente";"O próprio Senhor";"3";"";"";"";"";"";"rascunho (IA)"
"57064";"JOEL_COMPLETO";"2026-08-31";"IA (Claude)";"5";"Joel";"AT";"";"";"Jl 2:12-13";"O apelo a rasgar o coração, e não as vestes, contrasta qual tipo de resposta a Deus?";"Um ritual apenas externo com uma resposta interior genuína";"Uma oração em voz alta com uma oração silenciosa";"Um jejum longo com um jejum breve";"Uma oferta cara com uma oferta simples";"0";"";"";"";"";"";"rascunho (IA)"
"57065";"JOEL_COMPLETO";"2026-08-31";"IA (Claude)";"5";"Joel";"AT";"";"";"Jl 2:18";"A virada da narrativa, do lamento para a promessa de restauração, ocorre logo após o quê?";"A chegada de um novo profeta à cidade";"A resposta do povo ao chamado ao arrependimento";"A construção de um novo templo";"A derrota final do exército invasor";"1";"";"";"";"";"";"rascunho (IA)"
"57066";"JOEL_COMPLETO";"2026-08-31";"IA (Claude)";"5";"Joel";"AT";"";"";"Jl 2:25";"A promessa de restituir os anos comidos pelo gafanhoto usa que tipo de imagem, além da material?";"A imagem de uma nova aliança sendo selada";"A imagem de um exército sendo desarmado";"A imagem de tempo perdido sendo devolvido";"A imagem de um templo sendo reconstruído";"2";"";"";"";"";"";"rascunho (IA)"
"57067";"JOEL_COMPLETO";"2026-08-31";"IA (Claude)";"5";"Joel";"AT";"";"";"Jl 2:28";"A promessa de derramar o Espírito sobre toda a carne é citada por qual apóstolo, no livro de Atos?";"Paulo, diante do Sinédrio";"João, na ilha de Patmos";"Tiago, no concílio de Jerusalém";"Pedro, no discurso de Pentecostes";"3";"";"";"";"";"";"rascunho (IA)"
"57068";"JOEL_COMPLETO";"2026-08-31";"IA (Claude)";"5";"Joel";"AT";"";"";"Jl 2:32";"A promessa de que todo aquele que invocar o nome do Senhor será salvo é citada por Paulo em qual carta?";"Romanos";"Gálatas";"Efésios";"Filipenses";"0";"";"";"";"";"";"rascunho (IA)"
"57069";"JOEL_COMPLETO";"2026-08-31";"IA (Claude)";"5";"Joel";"AT";"";"";"Jl 3:2";"O nome do vale de Josafá, mencionado como local de julgamento das nações, está ligado a qual significado?";"O Senhor cura";"O Senhor julga";"O Senhor reina";"O Senhor perdoa";"1";"";"";"";"";"";"rascunho (IA)"
"57070";"JOEL_COMPLETO";"2026-08-31";"IA (Claude)";"5";"Joel";"AT";"";"";"Jl 3:10";"A ordem de forjar espadas das enxadas em Joel 3:10 inverte deliberadamente qual imagem encontrada em outros profetas?";"A imagem de fartura, com celeiros cheios de trigo";"A imagem de reconstrução, com muros erguidos de pedra";"A imagem de paz, com enxadas feitas de espadas";"A imagem de purificação, com fogo refinando prata";"2";"";"";"";"";"";"rascunho (IA)"
"57071";"JOEL_COMPLETO";"2026-08-31";"IA (Claude)";"5";"Joel";"AT";"";"";"Jl 3:14";"O vale da Decisão, em Joel 3:14, é geralmente identificado pelos estudiosos com qual outro local do capítulo?";"O vale de Sitim";"O vale do Cedrom";"O vale de Refaim";"O vale de Josafá";"3";"";"";"";"";"";"rascunho (IA)"
"57072";"JOEL_COMPLETO";"2026-08-31";"IA (Claude)";"5";"Joel";"AT";"";"";"Jl 3:18";"A imagem de uma fonte saindo da Casa do Senhor, em Joel 3:18, é comparada pelos estudiosos a que outras profecias?";"Outras imagens proféticas de águas que trazem vida e restauração";"Descrições de secas prolongadas em outros livros";"Relatos de dilúvios universais em outros textos";"Listas de rios que cercam o Éden em Gênesis";"0";"";"";"";"";"";"rascunho (IA)"
"57073";"JOEL_COMPLETO";"2026-08-31";"IA (Claude)";"5";"Joel";"AT";"";"";"Jl 1:1";"Diferente de muitos outros profetas menores, o que o início do livro de Joel NÃO menciona, dificultando sua datação?";"O nome do seu pai";"Nenhum rei específico do seu tempo";"O nome do lugar onde morava";"O tema da mensagem que traria";"1";"";"";"";"";"";"rascunho (IA)"
"57074";"JOEL_COMPLETO";"2026-08-31";"IA (Claude)";"5";"Joel";"AT";"";"";"Jl 2:17";"O apelo dos sacerdotes, para que as nações não façam escárnio do povo, revela qual preocupação teológica?";"A vergonha pessoal dos sacerdotes envolvidos";"A perda de território para os inimigos";"A reputação do próprio Deus diante das outras nações";"A necessidade de mais ouro para o templo";"2";"";"";"";"";"";"rascunho (IA)"
