"id";"lote";"data_lote";"fonte";"nivel";"livro_biblico";"testamento";"categoria_ebd";"ebd_versao";"referencia";"pergunta_pt";"alternativa_pt_a";"alternativa_pt_b";"alternativa_pt_c";"alternativa_pt_d";"resposta_correta";"pergunta_en";"alternativa_en_a";"alternativa_en_b";"alternativa_en_c";"alternativa_en_d";"status_revisao"
"200010";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Quantos evangelhos há no Novo Testamento?";"Quatro";"Cinco";"Dois";"Três";"0";"";"";"";"";"";"rascunho (IA)"
"200011";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Quais são os quatro evangelhos?";"Mateus, Pedro, Paulo e João";"Mateus, Marcos, Lucas e João";"Pedro, Tiago, João e Judas";"Paulo, Lucas, Tito e Marcos";"1";"";"";"";"";"";"rascunho (IA)"
"200012";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Em que cidade Jesus nasceu?";"Nazaré";"Belém";"Jerusalém";"Cafarnaum";"1";"";"";"";"";"";"rascunho (IA)"
"200013";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Qual foi o primeiro homem criado por Deus?";"Caim";"Adão";"Noé";"Abel";"1";"";"";"";"";"";"rascunho (IA)"
"200014";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Qual foi a primeira mulher criada por Deus?";"Raquel";"Ana";"Sara";"Eva";"3";"";"";"";"";"";"rascunho (IA)"
"200015";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Quem Deus usou para libertar os israelitas do Egito?";"Samuel";"Josué";"Moisés";"Arão";"2";"";"";"";"";"";"rascunho (IA)"
"200016";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Quantas pragas Deus enviou sobre o Egito?";"Sete";"Dez";"Doze";"Três";"1";"";"";"";"";"";"rascunho (IA)"
"200017";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Quem matou o gigante Golias com uma funda?";"Sansão";"Davi";"Josué";"Saul";"1";"";"";"";"";"";"rascunho (IA)"
"200018";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Quantos capítulos tem o livro de Salmos?";"150";"176";"100";"120";"0";"";"";"";"";"";"rascunho (IA)"
"200019";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Qual profeta foi engolido por um grande peixe?";"Daniel";"Elias";"Jonas";"Amós";"2";"";"";"";"";"";"rascunho (IA)"
"200020";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Quantos dias Jesus jejuou no deserto?";"Sete";"Doze";"Quarenta";"Setenta";"2";"";"";"";"";"";"rascunho (IA)"
"200021";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Em que dia da semana Jesus ressuscitou?";"Sexta-feira";"Primeiro dia da semana";"Segunda-feira";"Sábado";"1";"";"";"";"";"";"rascunho (IA)"
"200022";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Qual era a profissão de José, o pai adotivo de Jesus?";"Pastor";"Sacerdote";"Pescador";"Carpinteiro";"3";"";"";"";"";"";"rascunho (IA)"
"200023";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Quem batizou Jesus no rio Jordão?";"Tiago";"Pedro";"André";"João Batista";"3";"";"";"";"";"";"rascunho (IA)"
"200024";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Quantos anos o povo de Israel andou pelo deserto?";"Quarenta";"Setenta";"Doze";"Quatrocentos";"0";"";"";"";"";"";"rascunho (IA)"
"200025";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Qual salmo começa com ""O Senhor é o meu pastor""?";"Salmo 23";"Salmo 91";"Salmo 119";"Salmo 1";"0";"";"";"";"";"";"rascunho (IA)"
"200026";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Qual discípulo traiu Jesus por trinta moedas de prata?";"Judas Iscariotes";"Filipe";"Pedro";"Tomé";"0";"";"";"";"";"";"rascunho (IA)"
"200027";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Qual discípulo negou Jesus três vezes?";"André";"João";"Pedro";"Tiago";"2";"";"";"";"";"";"rascunho (IA)"
"200028";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Qual era o nome da mãe de Jesus?";"Marta";"Maria";"Isabel";"Ana";"1";"";"";"";"";"";"rascunho (IA)"
"200029";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Quantos livros formam o Pentateuco, atribuídos a Moisés?";"Cinco";"Sete";"Doze";"Três";"0";"";"";"";"";"";"rascunho (IA)"
"200030";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Qual é o último livro do Antigo Testamento?";"Ageu";"Daniel";"Zacarias";"Malaquias";"3";"";"";"";"";"";"rascunho (IA)"
"200031";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Qual é o primeiro livro do Novo Testamento?";"João";"Marcos";"Mateus";"Atos";"2";"";"";"";"";"";"rascunho (IA)"
"200032";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Quantos filhos de Jacó deram origem às tribos de Israel?";"Sete";"Dez";"Doze";"Quatorze";"2";"";"";"";"";"";"rascunho (IA)"
"200033";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Qual foi o homem mais forte da Bíblia, cuja força estava no cabelo?";"Sansão";"Gideão";"Saul";"Golias";"0";"";"";"";"";"";"rascunho (IA)"
"200034";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Qual rei ficou conhecido por ter pedido sabedoria a Deus?";"Saul";"Ezequias";"Davi";"Salomão";"3";"";"";"";"";"";"rascunho (IA)"
"200035";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Em que lugar Jesus foi crucificado?";"Siloé";"Getsêmani";"Gólgota";"Betânia";"2";"";"";"";"";"";"rascunho (IA)"
"200036";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Ao terceiro dia, o que aconteceu com Jesus?";"Foi sepultado";"Ressuscitou";"Foi batizado";"Subiu ao céu";"1";"";"";"";"";"";"rascunho (IA)"
"200037";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Qual foi o primeiro milagre de Jesus, nas bodas de Caná?";"Transformou água em vinho";"Multiplicou pães";"Andou sobre as águas";"Curou um cego";"0";"";"";"";"";"";"rascunho (IA)"
"200038";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"A quem é atribuída a maior parte dos salmos?";"Salomão";"Asafe";"Moisés";"Davi";"3";"";"";"";"";"";"rascunho (IA)"
"200039";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Qual livro da Bíblia narra a criação do mundo?";"Jó";"Êxodo";"Gênesis";"Salmos";"2";"";"";"";"";"";"rascunho (IA)"
"200040";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Quem era o irmão de Moisés, que falava por ele?";"Josué";"Arão";"Calebe";"Jetro";"1";"";"";"";"";"";"rascunho (IA)"
"200041";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Quem sucedeu Moisés na liderança do povo de Israel?";"Josué";"Gideão";"Samuel";"Arão";"0";"";"";"";"";"";"rascunho (IA)"
"200042";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Quantas pessoas entraram na arca de Noé?";"Oito";"Doze";"Quatro";"Seis";"0";"";"";"";"";"";"rascunho (IA)"
"200043";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Em qual versículo está escrito ""Porque Deus amou o mundo de tal maneira""?";"Salmo 3:16";"João 3:16";"Mateus 3:16";"Romanos 3:16";"1";"";"";"";"";"";"rascunho (IA)"
"200044";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Qual anjo anunciou a Maria que ela seria mãe de Jesus?";"Miguel";"Gabriel";"Rafael";"Uriel";"1";"";"";"";"";"";"rascunho (IA)"
"200045";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Quem é conhecido como o pai da fé, chamado por Deus para deixar sua terra?";"Abraão";"Jacó";"Noé";"Isaque";"0";"";"";"";"";"";"rascunho (IA)"
"200046";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Qual mar se abriu para o povo de Israel atravessar a pé enxuto?";"Mar da Galileia";"Mar Mediterrâneo";"Mar Morto";"Mar Vermelho";"3";"";"";"";"";"";"rascunho (IA)"
"200047";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Quem foi o primeiro rei de Israel?";"Samuel";"Davi";"Saul";"Salomão";"2";"";"";"";"";"";"rascunho (IA)"
"200048";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Em qual monte Deus entregou os Dez Mandamentos a Moisés?";"Monte Carmelo";"Monte Sinai";"Monte das Oliveiras";"Monte Hermom";"1";"";"";"";"";"";"rascunho (IA)"
"200049";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"1";"Geral";"Geral";"";"";"Geral";"Com quantos anos, aproximadamente, Jesus começou o seu ministério?";"Vinte";"Trinta";"Quarenta";"Doze";"1";"";"";"";"";"";"rascunho (IA)"
"200050";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Quantos livros formam o Pentateuco?";"Sete";"Doze";"Três";"Cinco";"3";"";"";"";"";"";"rascunho (IA)"
"200051";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Quantos são os profetas maiores no Antigo Testamento?";"Dezessete";"Três";"Cinco";"Doze";"2";"";"";"";"";"";"rascunho (IA)"
"200052";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Quantos são os profetas menores no Antigo Testamento?";"Cinco";"Sete";"Doze";"Dezessete";"2";"";"";"";"";"";"rascunho (IA)"
"200053";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Em qual idioma o Antigo Testamento foi escrito em sua maior parte?";"Hebraico";"Latim";"Aramaico";"Grego";"0";"";"";"";"";"";"rascunho (IA)"
"200054";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Em qual idioma o Novo Testamento foi escrito?";"Latim";"Aramaico";"Hebraico";"Grego";"3";"";"";"";"";"";"rascunho (IA)"
"200055";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual livro da Bíblia tem o maior número de capítulos?";"Gênesis";"Isaías";"Salmos";"Jeremias";"2";"";"";"";"";"";"rascunho (IA)"
"200056";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual é o capítulo mais longo da Bíblia?";"Salmo 23";"Salmo 119";"Isaías 53";"Mateus 5";"1";"";"";"";"";"";"rascunho (IA)"
"200057";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual é o capítulo mais curto da Bíblia?";"Salmo 117";"Salmo 150";"João 11";"Salmo 1";"0";"";"";"";"";"";"rascunho (IA)"
"200058";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Quantas cartas do Novo Testamento são tradicionalmente atribuídas a Paulo?";"Treze";"Vinte e uma";"Sete";"Nove";"0";"";"";"";"";"";"rascunho (IA)"
"200059";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Quem é apontado como autor do livro de Atos dos Apóstolos?";"Marcos";"Pedro";"Lucas";"Paulo";"2";"";"";"";"";"";"rascunho (IA)"
"200060";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual é o único livro histórico do Novo Testamento?";"Apocalipse";"Atos dos Apóstolos";"Hebreus";"Romanos";"1";"";"";"";"";"";"rascunho (IA)"
"200061";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Quantas são as chamadas cartas gerais ou universais do Novo Testamento?";"Cinco";"Sete";"Treze";"Três";"1";"";"";"";"";"";"rascunho (IA)"
"200062";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual livro do Antigo Testamento não menciona o nome de Deus?";"Esdras";"Neemias";"Rute";"Ester";"3";"";"";"";"";"";"rascunho (IA)"
"200063";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"A quem é tradicionalmente atribuído o livro de Apocalipse?";"Tiago";"Pedro";"João";"Paulo";"2";"";"";"";"";"";"rascunho (IA)"
"200064";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Em qual ilha João estava quando recebeu as visões do Apocalipse?";"Creta";"Patmos";"Chipre";"Malta";"1";"";"";"";"";"";"rascunho (IA)"
"200065";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Quem foi o primeiro mártir da igreja cristã?";"Estêvão";"Pedro";"Paulo";"Tiago";"0";"";"";"";"";"";"rascunho (IA)"
"200066";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual perseguidor da igreja se converteu no caminho de Damasco?";"Silas";"Timóteo";"Barnabé";"Saulo";"3";"";"";"";"";"";"rascunho (IA)"
"200067";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual passou a ser o nome de Saulo depois de sua conversão?";"Marcos";"Pedro";"Paulo";"Silas";"2";"";"";"";"";"";"rascunho (IA)"
"200068";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual é o livro mais curto do Antigo Testamento em número de capítulos?";"Ageu";"Obadias";"Joel";"Naum";"1";"";"";"";"";"";"rascunho (IA)"
"200069";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Quantos anos durou o cativeiro do povo de Judá na Babilônia?";"Setenta";"Cem";"Quatrocentos";"Quarenta";"0";"";"";"";"";"";"rascunho (IA)"
"200070";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual rei destruiu Jerusalém e o templo, levando o povo cativo?";"Ciro";"Faraó Neco";"Senaqueribe";"Nabucodonosor";"3";"";"";"";"";"";"rascunho (IA)"
"200071";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual rei persa autorizou o retorno dos judeus do exílio?";"Artaxerxes";"Dario";"Ciro";"Assuero";"2";"";"";"";"";"";"rascunho (IA)"
"200072";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Quem liderou a reconstrução dos muros de Jerusalém após o exílio?";"Esdras";"Neemias";"Zorobabel";"Ageu";"1";"";"";"";"";"";"rascunho (IA)"
"200073";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual escriba ensinou a lei ao povo depois do retorno do exílio?";"Esdras";"Malaquias";"Zacarias";"Neemias";"0";"";"";"";"";"";"rascunho (IA)"
"200074";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual profeta foi levado ao céu num redemoinho, com carro de fogo?";"Enoque";"Isaías";"Eliseu";"Elias";"3";"";"";"";"";"";"rascunho (IA)"
"200075";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Quem sucedeu Elias como profeta em Israel?";"Isaías";"Eliseu";"Amós";"Oséias";"1";"";"";"";"";"";"rascunho (IA)"
"200076";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Quantos são os frutos do Espírito listados em Gálatas 5?";"Sete";"Nove";"Doze";"Três";"1";"";"";"";"";"";"rascunho (IA)"
"200077";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Em quais capítulos de Mateus está o Sermão do Monte?";"Capítulos 5 a 7";"Capítulos 10 a 12";"Capítulos 24 a 25";"Capítulos 1 a 3";"0";"";"";"";"";"";"rascunho (IA)"
"200078";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual oração Jesus ensinou aos discípulos?";"Oração de Jabez";"Magnificat";"Oração de Ana";"Pai Nosso";"3";"";"";"";"";"";"rascunho (IA)"
"200079";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Onde se realizou o primeiro concílio da igreja, registrado em Atos?";"Roma";"Antioquia";"Jerusalém";"Éfeso";"2";"";"";"";"";"";"rascunho (IA)"
"200080";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Depois da morte de Salomão, o reino se dividiu em quais dois reinos?";"Israel e Judá";"Judá e Samaria";"Israel e Efraim";"Judá e Benjamim";"0";"";"";"";"";"";"rascunho (IA)"
"200081";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual era a capital do reino do norte, Israel?";"Samaria";"Betel";"Siquém";"Jerusalém";"0";"";"";"";"";"";"rascunho (IA)"
"200082";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual era a capital do reino do sul, Judá?";"Hebrom";"Belém";"Samaria";"Jerusalém";"3";"";"";"";"";"";"rascunho (IA)"
"200083";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Quantos homens Jesus alimentou com cinco pães e dois peixes?";"Dez mil";"Mil";"Três mil";"Cinco mil";"3";"";"";"";"";"";"rascunho (IA)"
"200084";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Quantos cestos de sobras foram recolhidos após a multiplicação dos pães?";"Sete";"Doze";"Cinco";"Três";"1";"";"";"";"";"";"rascunho (IA)"
"200085";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Em qual jardim Jesus orou na noite em que foi preso?";"Getsêmani";"Betânia";"Siloé";"Éden";"0";"";"";"";"";"";"rascunho (IA)"
"200086";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual governador romano entregou Jesus para ser crucificado?";"Félix";"Festo";"Herodes";"Pôncio Pilatos";"3";"";"";"";"";"";"rascunho (IA)"
"200087";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual profeta teve a visão do vale de ossos secos?";"Daniel";"Isaías";"Ezequiel";"Jeremias";"2";"";"";"";"";"";"rascunho (IA)"
"200088";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual profeta foi lançado na cova dos leões?";"Jeremias";"Daniel";"Ezequiel";"Oséias";"1";"";"";"";"";"";"rascunho (IA)"
"200089";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Quantos amigos de Daniel foram lançados na fornalha ardente?";"Três";"Quatro";"Sete";"Dois";"0";"";"";"";"";"";"rascunho (IA)"
"200090";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual livro narra a saída do povo de Israel do Egito?";"Números";"Josué";"Gênesis";"Êxodo";"3";"";"";"";"";"";"rascunho (IA)"
"200091";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual é o tema principal do livro de Levítico?";"Poesia e louvor";"Genealogias";"Leis, sacrifícios e sacerdócio";"Guerras de conquista";"2";"";"";"";"";"";"rascunho (IA)"
"200092";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual livro registra o censo e a caminhada de Israel pelo deserto?";"Levítico";"Números";"Deuteronômio";"Josué";"1";"";"";"";"";"";"rascunho (IA)"
"200093";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual é o significado da palavra ""Deuteronômio""?";"Segunda lei";"Lei escrita";"Lei eterna";"Primeira lei";"0";"";"";"";"";"";"rascunho (IA)"
"200094";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual livro narra a conquista da terra prometida?";"Rute";"1 Samuel";"Juízes";"Josué";"3";"";"";"";"";"";"rascunho (IA)"
"200095";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual livro conta a história de uma moabita fiel à sua sogra?";"Ana";"Ester";"Rute";"Judite";"2";"";"";"";"";"";"rascunho (IA)"
"200096";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual livro narra a história de uma rainha judia na Pérsia?";"Rute";"Ester";"Débora";"Ana";"1";"";"";"";"";"";"rascunho (IA)"
"200097";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual apóstolo é conhecido por ter duvidado da ressurreição de Jesus?";"Tomé";"André";"Bartolomeu";"Filipe";"0";"";"";"";"";"";"rascunho (IA)"
"200098";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Qual festa cristã celebra a descida do Espírito Santo, em Atos 2?";"Tabernáculos";"Natal";"Páscoa";"Pentecostes";"3";"";"";"";"";"";"rascunho (IA)"
"200099";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"2";"Geral";"Geral";"";"";"Geral";"Quantos livros do Novo Testamento têm apenas um capítulo?";"Cinco";"Dois";"Três";"Quatro";"3";"";"";"";"";"";"rascunho (IA)"
"200100";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"3";"Geral";"Geral";"";"";"Geral";"Quantos capítulos tem a Bíblia inteira?";"929";"1.189";"1.500";"2.000";"1";"";"";"";"";"";"rascunho (IA)"
"200101";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"3";"Geral";"Geral";"";"";"Geral";"Quantos capítulos tem o Antigo Testamento?";"929";"1.189";"660";"260";"0";"";"";"";"";"";"rascunho (IA)"
"200102";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"3";"Geral";"Geral";"";"";"Geral";"Quantos capítulos tem o Novo Testamento?";"400";"929";"150";"260";"3";"";"";"";"";"";"rascunho (IA)"
"200103";"GERAL_BIBLIA";"2026-09-02";"IA (Claude)";"3";"Geral";"Geral";"";"";"Geral";"Qual é o versículo mais curto do Novo Testamento em português?";"Lucas 20:30";"João 11:35";"Salmo 117:1";"Marcos 1:1";"1";"";"";"";"";"";"rascunho (IA)"
